Keyword,Country code,Location,Language,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
precio curetaje,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail, Sitelinks, Shopping",400,0,0.61,1,0,16,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-02-05 09:33:37,false,true,false,false,false,false
carillas dentales precio españa,ES,Spain,Spanish,Spain (Location),"AI Overview, Thumbnail, Video preview, Sitelinks, People also ask",300,0,0.39,1,0,18,https://www.vitaldent.com/es/carillas-dentales/,,2026-02-22 17:31:18,false,true,true,false,false,true
dolor de muela fuerte,ES,Spain,Spanish,,"Sitelinks, People also ask, Thumbnail, Local pack",30,1,0.11,1,0,7,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,,2025-12-20 20:43:41,false,true,false,false,false,false
precio de limpieza de boca,ES,Spain,Spanish,,"Featured snippet, People also ask, Sitelinks, Shopping, Thumbnail",30,0,0.30,1,0,7,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2026-01-05 18:59:47,false,true,false,false,false,false
soñar que se parte un diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",30,0,,1,0,1,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,AI Overview,2026-01-01 22:46:54,false,true,false,false,false,false
cuanto puede durar una llaga en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",30,1,,1,0,8,https://www.vitaldent.com/blog/llagas-en-la-boca-por-que-se-producen-y-como-se-tratan/,,2025-12-18 13:22:04,false,true,false,false,false,false
implante dental se ve tornillo,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",30,0,,1,0,8,https://www.vitaldent.com/blog/por-que-se-me-ve-el-tornillo-del-implante-dental/,,2025-12-16 17:27:23,false,true,false,false,false,false
injerto encias precio,ES,Spain,Spanish,,"People also ask, Sitelinks, Thumbnail",30,0,0.35,1,0,7,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2026-03-10 07:29:53,false,true,true,false,false,false
que significa que se te cae un diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",30,0,0.02,1,0,8,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,,2025-12-29 23:11:33,false,true,false,false,false,false
mandibula contracturada,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,7,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2025-12-28 02:34:51,false,true,false,false,false,false
diente carilla,ES,Spain,Spanish,,"People also ask, Thumbnail",20,0,0.40,1,0,6,https://www.vitaldent.com/es/carillas-dentales/,,2025-12-22 15:16:11,false,true,false,false,false,false
barra sobre implantes,ES,Spain,Spanish,,"People also ask, Thumbnail, Video preview",40,0,,1,0,5,https://www.vitaldent.com/blog/sobredentadura-que-es-que-ventajas/,,2026-03-09 20:15:32,false,true,false,false,false,false
felula dental,ES,Spain,Spanish,,"Thumbnail, People also ask",60,0,0.18,1,0,5,https://www.vitaldent.com/blog/ferulas-dentales-tipos-materiales-y-cuidados/,,2025-12-27 07:34:18,false,true,true,true,false,false
pulpotomia en niños,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",90,0,,1,0,11,https://www.vitaldent.com/es/pulpotomia/,,2025-12-21 09:51:30,false,true,false,false,false,false
fluor en los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Bottom ads, Paid sitelinks",40,0,,1,0,9,https://www.vitaldent.com/es/fluorizacion-dental/,,2025-12-27 09:48:40,false,true,false,false,false,false
ortodoncia españa,ES,Spain,Spanish,Spain (Location),"Thumbnail, People also ask",40,1,1.42,1,0,9,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2025-12-29 19:39:33,false,true,true,false,false,true
calentura o herpes labial,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",40,0,,1,0,10,https://www.vitaldent.com/blog/herpes-labial/,,2025-12-26 00:17:38,false,true,false,false,false,false
dentista en arrecife,ES,Spain,Spanish,Arrecife (Location),"Local pack, Thumbnail, People also ask",40,9,0.34,1,0,11,https://clinicas.vitaldent.com/las-palmas/clinica-dental-vitaldent-arrecife-22,,2026-02-18 17:08:33,false,true,false,false,false,true
maquina para dormir y no roncar,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping",40,0,0.08,1,0,9,https://www.vitaldent.com/es/tratamientos-antirronquido/,,2026-03-10 04:01:53,false,true,true,false,false,false
que es bruxismo y como se cura,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,0.23,1,0,9,https://www.vitaldent.com/es/bruxismo/,,2025-12-30 20:45:35,false,true,false,false,false,false
como prevenir el sarro en los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,0.15,1,0,10,https://www.vitaldent.com/blog/que-es-el-sarro-y-como-prevenir-su-aparicion-en-nuestros-dientes/,,2026-01-04 21:49:49,false,true,false,false,false,false
de que estan echos los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,4,https://www.vitaldent.com/blog/composicion-de-los-dientes/,,2026-03-12 12:55:52,false,true,false,false,false,false
precio de brackets para niños,ES,Spain,Spanish,,"Top ads, Thumbnail, People also ask, Shopping, Bottom ads",10,0,,1,0,3,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2026-02-27 07:56:54,false,true,true,false,false,false
blackets,ES,Spain,English,,"Thumbnail, People also ask",10,1,0.59,1,0,3,https://www.vitaldent.com/es/brackets/,,2026-01-06 02:29:18,false,true,false,false,false,false
empaste dental niños,ES,Spain,Spanish,,"Thumbnail, People also ask",10,0,,1,0,3,https://www.vitaldent.com/blog/hay-que-empastar-un-diente-de-leche/,,2025-12-22 20:14:56,false,true,false,false,false,false
sabor metalico en la boca al toser,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",10,0,,1,0,4,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2025-12-30 19:49:55,false,true,false,false,false,false
dientes manchas negras,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,4,https://www.vitaldent.com/blog/manchas-negras-en-los-dientes/,,2025-12-31 22:28:50,false,true,false,false,false,false
soñar sin dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",10,0,,1,0,1,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,AI Overview,2026-01-05 02:17:18,false,true,false,false,false,false
como corregir sobremordida,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",10,0,0.74,1,0,4,https://www.vitaldent.com/blog/sobremordida-que-es-como-se-trata/,,2025-12-28 08:35:26,false,true,false,false,false,false
tratamiento de fluor,ES,Spain,Spanish,,People also ask,10,0,,1,0,3,https://www.vitaldent.com/es/fluorizacion-dental/,,2025-12-21 04:27:31,false,true,false,false,false,false
precio aparato dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,0.67,1,0,1,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,AI Overview,2026-01-03 13:24:19,false,true,true,false,false,false
protesis implantes,ES,Spain,Spanish,,"People also ask, Thumbnail",10,0,0.33,1,0,3,https://www.vitaldent.com/es/protesis-fijas-sobre-implantes/,,2026-02-27 22:24:47,false,true,false,false,false,false
bulto encia inferior,ES,Spain,Spanish,,"Thumbnail, Sitelinks, AI Overview, People also ask",10,0,,1,0,4,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,,2026-01-02 13:01:29,false,true,false,false,false,false
qué son carillas para los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,1,0.16,1,0,1,https://www.vitaldent.com/es/carillas-dentales/,AI Overview,2026-01-05 03:37:50,false,true,false,false,false,false
dientes funcion,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/funcion-de-los-dientes/,AI Overview,2025-12-22 19:07:03,false,true,false,false,false,false
dolor en una endodoncia,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/endodoncia-dolor-despues-de-realizarla/,AI Overview,2026-01-08 02:35:03,false,true,false,false,false,false
hacer blanqueamiento dental,ES,Spain,Spanish,,"People also ask, Sitelinks",10,0,0.44,1,0,3,https://www.vitaldent.com/blog/blanqueamiento-dental-en-casa-como-blanquear-los-dientes/,,2025-12-18 00:35:19,false,true,false,false,false,false
tos con sabor a hierro,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,4,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2025-12-25 12:37:02,false,true,false,false,false,false
cuando toso me sabe a metal,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",10,0,,1,0,4,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2026-01-01 08:14:55,false,true,false,false,false,false
bultitos en las encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,AI Overview,2025-12-30 22:25:18,false,true,false,false,false,false
como quitar el dolor de caries,ES,Spain,Spanish,,"People also ask, Thumbnail, Bottom ads",10,0,0.19,1,0,3,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2025-12-19 05:59:08,false,true,false,false,false,false
manchas en el cielo de la boca,ES,Spain,Spanish,,"AI Overview, Sitelinks, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/manchas-rojas-en-el-paladar-que-tipos-hay/,AI Overview,2025-12-18 20:49:33,false,true,false,false,false,false
sintomas muela del juicio infectada,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask",10,0,,1,0,3,https://www.vitaldent.com/blog/muela-del-juicio-infectada-problema-comun/,,2026-01-03 05:24:50,false,true,false,false,false,false
granos en el paladar de arriba,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,1,https://www.vitaldent.com/blog/bulto-en-el-paladar-que-hacer/,AI Overview,2026-01-06 02:27:43,false,true,false,false,false,false
tac implantes dentales,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",10,0,,1,0,3,https://www.vitaldent.com/blog/tac-dental-para-que-sirve-y-como-se-hace/,,2026-01-02 00:08:54,false,true,false,false,false,false
clorhexedina,ES,Spain,Spanish,,"Shopping, Thumbnail, People also ask",10,1,,1,0,3,https://www.vitaldent.com/blog/clorhexidina-para-que-sirve-y-porque-debe-usarse/,,2026-03-06 21:46:13,false,true,false,false,false,false
esmalte dental poroso,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks",10,0,,1,0,3,https://www.vitaldent.com/blog/hipoplasia-del-esmalte-como-tratarla/,,2025-12-31 13:11:49,false,true,false,false,false,false
caries en el nervio,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask, Local pack",10,0,,1,0,3,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,,2025-12-28 10:21:02,false,true,false,false,false,false
invisible aparato dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,1.48,1,0,1,https://www.vitaldent.com/es/ortodoncia-invisible/,AI Overview,2025-12-28 19:02:18,false,true,true,false,false,false
bruxismo dolor cabeza,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,1,https://www.vitaldent.com/blog/dolor-de-cabeza-dolor-cervicales-bruxismo/,AI Overview,2025-12-31 22:05:19,false,true,false,false,false,false
remedios caseros contra el dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,1,0.11,1,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-01-02 15:10:10,false,true,false,false,false,false
como arreglar encias retraidas,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask",10,0,0.19,1,0,3,https://www.vitaldent.com/blog/que-causa-la-encia-retraida/,,2025-12-21 22:17:53,false,true,false,false,false,false
poner los dientes blancos,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,1,0.20,1,0,4,https://www.vitaldent.com/es/blanqueamiento-dental/,,2026-01-01 05:53:19,false,true,false,false,false,false
aliviar dolor de caries,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,2,0.12,1,0,1,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,AI Overview,2026-01-05 14:56:18,false,true,false,false,false,false
lesiones de la lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/enfermedades-lengua-problema-solucion/,AI Overview,2026-01-01 20:25:16,false,true,false,false,false,false
encia inflamada bulto,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,1,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,AI Overview,2025-12-25 22:36:37,false,true,false,false,false,false
flemón tratamiento,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2026-03-12 12:20:10,false,true,false,false,false,false
remedios caseros para aliviar el dolor de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2025-12-25 11:08:02,false,true,false,false,false,false
puedo ir al dentista si estoy embarazada,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/puedo-ir-al-dentista-estando-embarazada/,AI Overview,2026-01-07 12:04:55,false,true,false,false,false,false
sintomas infeccion muela juicio,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks",10,0,,1,0,3,https://www.vitaldent.com/blog/muela-del-juicio-infectada-problema-comun/,,2025-12-31 02:04:27,false,true,false,false,false,false
que tomar cuando te sale la muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,4,https://www.vitaldent.com/blog/dolor-muela-del-juicio-tratamiento/,,2026-03-12 21:21:31,false,true,false,false,false,false
prótesis dental sobre implantes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,0.33,1,0,1,https://www.vitaldent.com/es/protesis-fijas-sobre-implantes/,AI Overview,2025-12-25 18:31:30,false,true,false,false,false,false
trucos dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-01-05 11:33:03,false,true,false,false,false,false
bultos en la encia superior,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,AI Overview,2026-01-05 12:11:35,false,true,false,false,false,false
carrilla dental,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask",10,0,,1,0,3,https://www.vitaldent.com/es/carillas-dentales/,,2025-12-20 13:57:00,false,true,false,false,false,false
dentistas en palencia,ES,Spain,Spanish,Palencia (Location),"Local pack, People also ask, Thumbnail",200,7,0.57,1,0,16,https://clinicas.vitaldent.com/palencia,,2026-02-21 19:18:48,false,true,false,false,false,true
clinica dental retiro,ES,Spain,Spanish,Retiro (Location),"Sitelinks, People also ask, Knowledge panel",80,0,0.37,1,0,9,https://clinicas.vitaldent.com/madrid/clinica-dental-vitaldent-retiro-365/,,2026-03-06 01:24:55,false,true,false,false,false,true
extraccion de muela del juicio,ES,Spain,Spanish,,"People also ask, Thumbnail",50,0,0.50,1,0,9,https://www.vitaldent.com/blog/extraccion-muelas-del-juicio/,,2025-12-18 16:58:48,false,true,false,false,false,false
soñar con que se me caen los dientes,ES,Spain,Spanish,,"People also ask, Sitelinks, Thumbnail",50,0,,1,0,9,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,,2025-12-22 17:32:48,false,true,false,false,false,false
raspado y alisado radicular precio,ES,Spain,Spanish,,"AI Overview, People also ask, Sitelinks",250,0,0.62,1,0,19,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-02-03 01:44:54,false,true,false,false,false,false
ortodoncia lingual,ES,Spain,Spanish,,"People also ask, Sitelinks, Thumbnail, Video preview",250,0,0.88,1,0,2,https://www.vitaldent.com/blog/ortodoncia-lingual-que-es-y-cuando-se-utiliza/,People also ask,2026-03-06 16:16:50,false,true,false,false,false,false
muela hinchada,ES,Spain,Spanish,,"Sitelinks, People also ask, Thumbnail",40,0,,1,0,3,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,,2025-12-25 21:52:09,false,true,false,false,false,false
ferula mandibula,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping",20,0,0.12,1,0,3,https://www.vitaldent.com/es/ferula-de-descarga/,,2026-01-06 21:11:31,false,true,false,false,false,false
brackets esteticos autoligables,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.69,1,0,4,https://www.vitaldent.com/blog/brackets-autoligables-como-se-colocan-y-que-ventajas-tienen/,,2026-01-01 22:49:57,false,true,false,false,false,false
proceso ortodoncia,ES,Spain,Spanish,,"Sitelinks, People also ask",10,0,0.39,1,0,3,https://www.vitaldent.com/blog/fases-de-una-ortodoncia/,,2026-01-03 23:37:35,false,true,false,false,false,false
precios de dentistas,ES,Spain,Spanish,,"People also ask, Sitelinks",10,0,0.31,1,0,4,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2025-12-26 15:16:33,false,true,false,false,false,false
musculo mandibula,ES,Spain,Spanish,,"People also ask, AI Overview, Thumbnail",60,0,,1,0,5,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2026-03-12 12:20:28,false,true,false,false,false,false
sacarse una muela,ES,Spain,Spanish,,"People also ask, Thumbnail",20,0,0.49,1,0,4,https://www.vitaldent.com/blog/extraccion-muela-infectada-como-se-hace/,,2026-01-01 14:03:36,false,true,false,false,false,false
enjuague agua con sal muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,5,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2026-01-07 10:43:03,false,true,false,false,false,false
embarazo dentista,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,0.04,1,0,1,https://www.vitaldent.com/blog/puedo-ir-al-dentista-estando-embarazada/,AI Overview,2026-01-02 19:50:22,false,true,false,false,false,false
sabo boca,ES,Spain,Spanish,,People also ask,30,0,,1,0,4,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2025-12-30 16:22:10,false,true,false,false,false,false
franquicia vitaldent,ES,Spain,Spanish,Vitaldent (Organization),"AI Overview, Thumbnail, People also ask",10,0,0.22,1,0,5,https://www.vitaldent.com/es/elige-vitaldent/,,2026-01-03 09:29:03,false,true,true,false,true,false
dientes mal,ES,Spain,Spanish,,"People also ask, Thumbnail",90,0,,1,0,4,https://www.vitaldent.com/blog/por-que-se-tuercen-los-dientes/,,2026-02-23 01:37:37,false,true,false,false,false,false
que hacer si se te rompe un trozo de diente,ES,Spain,Spanish,,"People also ask, Sitelinks",10,0,0.95,1,0,2,https://www.vitaldent.com/blog/diente-roto-existe-solucion/,,2025-12-23 19:41:22,false,true,false,false,false,false
dolor de muela al masticar sin caries,ES,Spain,Spanish,,People also ask,70,0,,1,0,11,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,,2026-01-04 22:21:18,false,true,false,false,false,false
cuanto se tarda en matar el nervio de una muela,ES,Spain,Spanish,,"People also ask, Sitelinks",70,0,,1,0,11,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,,2026-01-06 08:13:48,false,true,false,false,false,false
dientes fijos precio,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail, Sitelinks, Shopping",70,0,0.33,1,0,11,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2025-12-22 21:55:29,false,true,true,false,false,false
carillas dentales en farmacias,ES,Spain,Spanish,,"Thumbnail, Sitelinks, Shopping, People also ask",50,0,0.13,1,0,10,https://www.vitaldent.com/es/carillas-dentales/,,2026-02-22 14:00:53,false,true,true,false,false,false
pieza dental 16,ES,Spain,Spanish,,"People also ask, Thumbnail",50,0,,1,0,10,https://www.vitaldent.com/blog/cual-es-la-numeracion-de-los-dientes/,,2026-01-07 06:59:36,false,true,false,false,false,false
en que casos no se puede poner un implante dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,0.22,1,0,11,https://www.vitaldent.com/blog/cuales-son-los-sintomas-de-rechazo-de-implantes-dentales/,,2026-03-13 01:05:19,false,true,false,false,false,false
cuando poner carillas dentales,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",50,1,0.34,1,0,11,https://www.vitaldent.com/es/carillas-dentales/,,2026-03-11 01:24:02,false,true,false,false,false,false
cómo curar una boquera,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,,1,0,11,https://www.vitaldent.com/blog/por-que-salen-las-boqueras/,,2025-12-25 01:54:12,false,true,false,false,false,false
dentista en aguilas,ES,Spain,Spanish,Águilas (Location),"Local pack, People also ask",20,1,0.54,1,0,7,https://clinicas.vitaldent.com/murcia/clinica-dental-vitaldent-aguilas-centro-419/,,2026-03-08 21:59:30,false,true,false,false,false,true
que es pulpotomia en niños,ES,Spain,Spanish,,"Featured snippet, People also ask",20,0,,1,0,5,https://www.vitaldent.com/es/pulpotomia/,,2026-03-12 07:40:25,false,true,false,false,false,false
quiste en la encía síntomas,ES,Spain,Spanish,,"People also ask, Sitelinks, Thumbnail",20,0,,1,0,5,https://www.vitaldent.com/blog/quiste-en-la-boca-que-es-y-como-tratarlo/,,2025-12-27 16:57:04,false,true,false,false,false,false
como tienen que encajar los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",20,0,,1,0,6,https://www.vitaldent.com/blog/la-mordida-perfecta/,,2026-01-04 03:17:49,false,true,false,false,false,false
calmar dolor de encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.17,1,0,6,https://www.vitaldent.com/blog/dolor-de-encias/,,2026-01-03 07:45:34,false,true,false,false,false,false
sensibilidad en los dientes remedios caseros,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask",20,0,0.28,1,0,5,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2026-01-03 22:20:03,false,true,false,false,false,false
son deducibles los gastos de dentista en la renta,ES,Spain,Spanish,,Featured snippet,20,0,,1,0,5,https://www.vitaldent.com/blog/desgravan-tratamientos-dentales-renta-2024/,,2026-03-12 13:09:19,false,true,false,false,false,false
que es apicectomia,ES,Spain,Spanish,Apicectomy (Event),"Featured snippet, People also ask, Thumbnail, Sitelinks",20,0,,1,0,5,https://www.vitaldent.com/blog/que-es-y-cuando-es-necesaria-apicectomia/,,2025-12-26 19:34:18,false,true,false,false,false,false
revision dentista precio,ES,Spain,Spanish,,"People also ask, Sitelinks",20,0,,1,0,5,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2025-12-27 11:17:34,false,true,true,false,false,false
medicamentos para flemon,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,6,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,,2026-01-06 22:49:37,false,true,false,false,false,false
que tomar si te duele la muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-01-06 03:36:22,false,true,false,false,false,false
tetraciclina efectos secundarios dientes,ES,Spain,Spanish,tetracycline (Product),"Thumbnail, People also ask",20,0,,1,0,5,https://www.vitaldent.com/blog/tetraciclina-dientes/,,2026-01-04 09:56:40,false,true,false,false,false,false
se me ha caído una funda dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,6,https://www.vitaldent.com/blog/fundas-dentales-problemas-que-se-pueden-presentar/,,2025-12-29 11:47:17,false,true,false,false,false,false
muela reconstruida,ES,Spain,Spanish,,"People also ask, Thumbnail",20,0,0.27,1,0,5,https://www.vitaldent.com/es/reconstruccion-dental/,,2025-12-27 08:38:03,false,true,false,false,false,false
caries en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,8,,1,0,6,https://www.vitaldent.com/es/caries-dentales/,,2025-12-25 00:10:22,false,true,false,false,false,false
ortopedia dental infantil precios,ES,Spain,Spanish,,"Sitelinks, People also ask",20,0,0.84,1,0,5,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2025-12-21 06:31:07,false,true,true,false,false,false
me levanto con mal sabor de boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,1,,1,0,6,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2026-01-04 23:30:26,false,true,false,false,false,false
boca seca causas y remedios,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,3,,1,0,6,https://www.vitaldent.com/blog/sequedad-bucal-sintomas-soluciones/,,2026-03-11 21:28:57,false,true,false,false,false,false
injerto de encía para implantes,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",20,0,,1,0,5,https://www.vitaldent.com/blog/injerto-de-encia-que-es-y-como-se-hace/,,2026-01-04 12:32:13,false,true,false,false,false,false
sacar muela sin anestesia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,6,https://www.vitaldent.com/blog/extraccion-muela-infectada-como-se-hace/,,2025-12-26 04:09:14,false,true,false,false,false,false
boca sin muelas,ES,Spain,Spanish,,People also ask,20,0,,1,0,5,https://www.vitaldent.com/blog/agenesia-dental-que-dientes-la-sufren-y-que-consecuencias-tiene/,,2026-03-02 17:17:55,false,true,false,false,false,false
cuánto cuesta reconstruir una muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,6,https://www.vitaldent.com/es/reconstruccion-dental/,,2025-12-20 19:33:40,false,true,false,false,false,false
dientes de un humano,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",20,0,,1,0,6,https://www.vitaldent.com/blog/nombre-de-los-dientes/,,2025-12-26 15:08:17,false,true,false,false,false,false
como se realiza un curetaje dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,1,https://www.vitaldent.com/blog/curetaje-dental-que-es-como-se-hace-y-cada-cuanto-tiempo/,AI Overview,2025-12-28 22:57:33,false,true,false,false,false,false
reaccion alergica boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,6,https://www.vitaldent.com/blog/como-pueden-afectar-las-alergias-tu-salud-bucal/,,2026-01-04 19:15:03,false,true,false,false,false,false
